,title,engine,power,transmission,drive_unit,color,mileage,steering,generation,price
1549,"Продажа Honda CR-V, 2010 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,серый,114300,левый,3 поколение,847000
1550,"Продажа Nissan Murano, 2015 год в Москве","бензин, 3.5 л",249 л.с.,автомат,4WD,черный,69722,левый,"2 поколение, рестайлинг",1177000
1551,"Продажа Kia Ceed, 2013 год в Москве","бензин, 1.6 л",129 л.с.,автомат,передний,серый,89400,левый,2 поколение,615000
1552,"Продажа Volkswagen Polo, 2011 год в Москве","бензин, 1.6 л",105 л.с.,автомат,передний,красный,122000,левый,5 поколение,370000
1553,"Продажа Mercedes-Benz E-Class, 2019 год в Москве","дизель, 2.0 л",150 л.с.,автомат,задний,черный,66025,левый,5 поколение,2149000
1554,"Продажа Mercedes-Benz GLE, 2018 год в Москве","дизель, 2.1 л",204 л.с.,автомат,4WD,черный,23850,левый,1 поколение,3800000
1555,"Продажа Mercedes-Benz V-Class, 2018 год в Москве","дизель, 2.1 л",163 л.с.,автомат,4WD,черный,35214,левый,3 поколение,3798000
1556,"Продажа Kia Ceed, 2018 год в Москве",1.6 л,,автомат,передний,черный,58095,левый,,919000
1557,"Продажа Mercedes-Benz E-Class, 2013 год в Москве","бензин, 3.5 л",249 л.с.,автомат,4WD,серый,116537,левый,"4 поколение, рестайлинг",1348000
1558,"Продажа Kia Sportage, 2011 год в Москве",2.0 л,,механика,,белый,146697,левый,3 поколение,635000
1559,"Продажа Volkswagen Tiguan, 2012 год в Москве",2.0 л,,автомат,,бежевый,126691,левый,"1 поколение, рестайлинг",699000
1560,"Продажа Ford Kuga, 2013 год в Москве","бензин, 1.6 л",150 л.с.,автомат,4WD,серебристый,107025,левый,2 поколение,790000
1561,"Продажа Volkswagen Passat, 2019 год в Москве","бензин, 1.4 л",150 л.с.,автомат,передний,синий,27096,левый,8 поколение,1950000
1562,"Продажа Лада 2107, 2006 год в Москве","бензин, 1.6 л",73 л.с.,механика,задний,черный,,,,100000
1563,"Продажа Toyota Celica, 2003 год в Москве","бензин, 1.8 л",140 л.с.,автомат,передний,серый,272612,левый,"7 поколение, рестайлинг",550000
1564,"Продажа Lexus RX270, 2011 год в Москве","бензин, 2.7 л",188 л.с.,автомат,передний,серый,135000,левый,3 поколение,1099999
1565,"Продажа Renault Kangoo, 2005 год в Москве","бензин, 1.2 л",75 л.с.,механика,передний,серебристый,,левый,,150000
1566,"Продажа Kia Rio, 2012 год в Москве","бензин, 1.6 л",123 л.с.,механика,передний,бежевый,250000,левый,3 поколение,340000
1567,"Продажа Nissan Qashqai, 2008 год в Москве","бензин, 2.0 л",141 л.с.,автомат,передний,серый,122000,левый,1 поколение,525000
1568,"Продажа Volkswagen Passat, 2011 год в Москве","бензин, 1.4 л",122 л.с.,автомат,передний,черный,249835,левый,7 поколение,420000
1569,"Продажа Hyundai Solaris, 2019 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,серебристый,6000,левый,2 поколение,880000
1570,"Продажа Hyundai Solaris, 2019 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,серебристый,6000,левый,2 поколение,880000
1571,"Продажа Volkswagen Passat CC, 2011 год в Москве","бензин, 1.8 л",152 л.с.,автомат,передний,черный,158000,левый,1 поколение,465000
1572,"Продажа Toyota Camry, 2005 год в Москве","бензин, 3.0 л",186 л.с.,автомат,передний,черный,259278,левый,"6 поколение, рестайлинг",500000
1573,"Продажа Ford Focus, 2010 год в Москве","бензин, 1.6 л",100 л.с.,механика,передний,серебристый,143000,,,345000
1574,"Продажа Mitsubishi Outlander, 2006 год в Москве","бензин, 2.4 л",160 л.с.,автомат,4WD,серый,148300,,,425000
1575,"Продажа Volkswagen Passat CC, 2010 год в Москве","бензин, 1.8 л",152 л.с.,автомат,передний,черный,138600,,,599000
1576,"Продажа Mercedes-Benz M-Class, 2005 год в Москве","бензин, 3.5 л",272 л.с.,автомат,4WD,серебристый,111000,,,535000
1577,"Продажа Ford Mondeo, 2008 год в Москве","бензин, 2.0 л",145 л.с.,механика,передний,серебристый,138200,,,445000
1578,"Продажа Chevrolet Aveo, 2011 год в Москве","бензин, 1.4 л",101 л.с.,автомат,передний,красный,98700,,,299000
1579,"Продажа Skoda Yeti, 2012 год в Москве","бензин, 1.8 л",152 л.с.,автомат,4WD,коричневый,118100,,,555000
1580,"Продажа Nissan X-Trail, 2010 год в Москве","бензин, 2.5 л",169 л.с.,автомат,4WD,черный,124000,,,688000
1581,"Продажа Volvo S60, 2010 год в Москве","бензин, 2.0 л",203 л.с.,автомат,передний,серый,125000,,,599000
1582,"Продажа Dodge Caravan, 2003 год в Москве","бензин, 2.4 л",150 л.с.,автомат,передний,серый,148800,,,355000
1583,"Продажа Suzuki SX4, 2008 год в Москве","бензин, 1.6 л",106 л.с.,автомат,передний,серебристый,133000,,,399000
1584,"Продажа Hyundai Getz, 2008 год в Москве","бензин, 1.4 л",97 л.с.,автомат,передний,красный,105000,,,295000
1585,"Продажа Ford Focus, 2007 год в Москве","бензин, 1.8 л",125 л.с.,механика,передний,серебристый,179000,,,299000
1586,"Продажа Land Rover Freelander, 2010 год в Москве","дизель, 2.2 л",160 л.с.,автомат,4WD,серебристый,118000,,,675000
1587,"Продажа Skoda Octavia, 2012 год в Москве","бензин, 1.8 л",152 л.с.,автомат,передний,черный,133000,,,515000
1588,"Продажа Chevrolet Lacetti, 2007 год в Москве","бензин, 1.6 л",109 л.с.,автомат,передний,красный,162000,,,255000
1589,"Продажа Dodge Caliber, 2008 год в Москве","бензин, 2.0 л",156 л.с.,автомат,передний,серый,158000,,,385000
1590,"Продажа Skoda Fabia, 2011 год в Москве","бензин, 1.6 л",105 л.с.,механика,передний,черный,33700,,,375000
1591,"Продажа Ford Focus, 2011 год в Москве","бензин, 1.6 л",125 л.с.,механика,передний,коричневый,119000,,,465000
1592,"Продажа Kia Ceed, 2013 год в Москве","бензин, 1.6 л",129 л.с.,автомат,передний,белый,145000,,,670000
1593,"Продажа Honda Accord, 2008 год в Москве","бензин, 2.4 л",201 л.с.,автомат,передний,черный,148000,,,689000
1594,"Продажа Mini Hatch, 2019 год в Москве","бензин, 2.0 л",192 л.с.,автомат,передний,зеленый,4500,левый,3 поколение,2100000
1595,"Продажа Honda Accord, 2008 год в Москве","бензин, 2.4 л",201 л.с.,автомат,передний,черный,158000,,,699000
1596,"Продажа Mitsubishi Colt, 2007 год в Москве","бензин, 1.5 л",109 л.с.,автомат,передний,черный,106000,,,295000
1597,"Продажа Volkswagen Passat, 2012 год в Москве",бензин,,автомат,передний,коричневый,109000,,,725000
1598,"Продажа Volvo XC90, 2004 год в Москве","бензин, 2.5 л",210 л.с.,автомат,4WD,серый,134000,,,485000
1599,"Продажа Fiat Punto, 2012 год в Москве","бензин, 1.4 л",77 л.с.,механика,передний,бордовый,91000,,,385000
1600,"Продажа Ford Focus, 2006 год в Москве","бензин, 1.8 л",125 л.с.,механика,передний,серый,139000,,,295000
1601,"Продажа Hyundai Sonata, 2005 год в Москве","бензин, 2.4 л",161 л.с.,механика,передний,серебристый,183700,,,325000
1602,"Продажа Nissan Almera, 2016 год в Москве","бензин, 1.6 л",102 л.с.,автомат,передний,черный,93000,,,525000
1603,"Продажа Mercedes-Benz GL-Class, 2008 год в Москве","бензин, 5.5 л",388 л.с.,автомат,4WD,черный,145000,,,1060000
1604,"Продажа Honda Accord, 2011 год в Москве","бензин, 2.4 л",200 л.с.,автомат,передний,серебристый,124800,,,765000
1605,"Продажа Hyundai Accent, 2005 год в Москве","бензин, 1.5 л",102 л.с.,автомат,передний,красный,127500,,,220000
1606,"Продажа Ford Mondeo, 2008 год в Москве","бензин, 2.3 л",161 л.с.,автомат,передний,черный,199000,,,399000
1607,"Продажа Datsun on-DO, 2014 год в Москве","бензин, 1.6 л",87 л.с.,механика,передний,черный,98500,,,299000
1608,"Продажа Land Rover Freelander, 2007 год в Москве","бензин, 3.2 л",233 л.с.,автомат,4WD,черный,133500,,,599000
1609,"Продажа Peugeot 308, 2011 год в Москве","бензин, 1.6 л",120 л.с.,автомат,передний,белый,104000,,,335000
1610,"Продажа Jeep Grand Cherokee, 2013 год в Москве","дизель, 3.0 л",243 л.с.,автомат,4WD,белый,94000,левый,,1420000
1611,"Продажа Mercedes-Benz S-Class, 2007 год в Москве","бензин, 6.0 л",612 л.с.,автомат,задний,серебристый,239000,левый,5 поколение,1155000
1612,"Продажа Maserati Levante, 2018 год в Москве","дизель, 3.0 л",275 л.с.,автомат,4WD,синий,28000,левый,1 поколение,4990000
1613,"Продажа BMW 3-Series, 2013 год в Москве","бензин, 2.0 л",184 л.с.,автомат,4WD,белый,141800,левый,,935000
1614,"Продажа BMW M6, 2008 год в Москве","бензин, 5.0 л",507 л.с.,автомат,задний,синий,50000,левый,2 поколение,1340000
1615,"Продажа Audi A6, 2013 год в Москве","бензин, 2.8 л",204 л.с.,автомат,передний,черный,108000,левый,4 поколение,1060000
1616,"Продажа Toyota Highlander, 2002 год в Москве","бензин, 3.0 л",220 л.с.,автомат,4WD,черный,250154,левый,1 поколение,575000
1617,"Продажа Skoda Octavia, 2015 год в Москве","бензин, 1.8 л",180 л.с.,автомат,4WD,белый,95000,левый,3 поколение,1190000
1618,"Продажа Daewoo Nexia, 2012 год в Москве","бензин, 1.6 л",109 л.с.,механика,передний,синий,250000,левый,"1 поколение, 2 рестайлинг",160000
1619,"Продажа Mitsubishi Delica D:5, 2008 год в Москве","бензин, 2.4 л",170 л.с.,автомат,4WD,черный,159000,правый,1 поколение,990000
1620,"Продажа Kia Cerato, 2011 год в Москве","бензин, 1.6 л",126 л.с.,автомат,передний,белый,129655,левый,2 поколение,550000
1621,"Продажа Ford Focus, 2007 год в Москве","бензин, 1.6 л",100 л.с.,автомат,передний,красный,116000,левый,2 поколение,319000
1622,"Продажа Volkswagen Tiguan, 2011 год в Москве","бензин, 2.0 л",170 л.с.,автомат,4WD,белый,93000,левый,1 поколение,589000
1623,"Продажа Skoda Octavia, 2010 год в Москве","бензин, 1.4 л",122 л.с.,автомат,передний,серебристый,103000,левый,"2 поколение, рестайлинг",389000
1624,"Продажа Лада Ларгус Кросс, 2018 год в Москве","бензин, 1.6 л",106 л.с.,механика,передний,белый,25000,,1 поколение,549000
1625,"Продажа Hyundai ix35, 2012 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,коричневый,84000,левый,1 поколение,689000
1626,"Продажа Citroen DS4, 2013 год в Москве","бензин, 1.6 л",150 л.с.,автомат,передний,черный,72000,левый,1 поколение,549000
1627,"Продажа Audi A3, 2013 год в Москве","бензин, 1.4 л",125 л.с.,автомат,передний,белый,68000,левый,,479000
1628,"Продажа Nissan Qashqai, 2009 год в Москве","бензин, 1.6 л",114 л.с.,механика,передний,фиолетовый,104000,левый,1 поколение,489000
1629,"Продажа Лада 2110, 1998 год в Москве","бензин, 1.5 л",70 л.с.,механика,передний,,,,1 поколение,15000
1630,"Продажа Toyota Isis, 2016 год в Москве","бензин, 1.8 л",143 л.с.,автомат,передний,белый,б/п по РФ,правый,"1 поколение, 2 рестайлинг",970000
1631,"Продажа Honda Zest, 2012 год в Москве","бензин, 0.7 л",52 л.с.,автомат,передний,фиолетовый,42000,,1 поколение,395000
1632,"Продажа Honda Stepwgn, 2014 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,серебристый,б/п по РФ,правый,"4 поколение, рестайлинг",1150000
1633,"Продажа BMW 3-Series, 2001 год в Москве","бензин, 2.2 л",170 л.с.,автомат,задний,черный,287438,левый,4 поколение,370000
1634,"Продажа Volvo XC90, 2007 год в Москве","бензин, 2.5 л",210 л.с.,автомат,4WD,серебристый,200000,левый,"1 поколение, рестайлинг",700000
1635,"Продажа Hyundai Sonata, 2018 год в Москве","бензин, 2.0 л",149 л.с.,автомат,передний,серый,76188,левый,,1122000
1636,"Продажа Kia Ceed, 2015 год в Москве","бензин, 1.6 л",129 л.с.,механика,передний,серый,68450,,,685000
1637,"Продажа Kia Cerato, 2011 год в Москве","бензин, 1.6 л",126 л.с.,механика,передний,красный,126053,,,505000
1638,"Продажа Volkswagen Touareg, 2011 год в Москве","дизель, 3.0 л",204 л.с.,автомат,4WD,коричневый,165000,левый,2 поколение,888000
1639,"Продажа Chevrolet Tahoe, 2012 год в Москве","бензин, 5.3 л",325 л.с.,автомат,4WD,белый,171000,левый,3 поколение,1249000
1640,"Продажа Mercedes-Benz CLS-Class, 2011 год в Москве","бензин, 3.5 л",306 л.с.,автомат,задний,коричневый,130000,левый,2 поколение,1380000
1641,"Продажа Volkswagen Passat, 1992 год в Москве","бензин, 1.8 л",90 л.с.,механика,передний,красный,350000,левый,3 поколение,99999
1642,"Продажа Mitsubishi Lancer, 2008 год в Москве","бензин, 1.8 л",143 л.с.,автомат,передний,серый,184000,левый,10 поколение,350000
1643,"Продажа Ford Fiesta, 2007 год в Москве","бензин, 1.4 л",80 л.с.,автомат,передний,черный,115000,левый,"5 поколение, рестайлинг",185000
1644,"Продажа BMW 7-Series, 2008 год в Москве","бензин, 3.0 л",326 л.с.,автомат,задний,серый,183000,левый,5 поколение,950000
1645,"Продажа Lexus GX470, 2005 год в Москве","бензин, 4.7 л",238 л.с.,автомат,4WD,белый,97000,левый,,1550000
1646,"Продажа Hyundai Solaris, 2014 год в Москве","бензин, 1.4 л",107 л.с.,автомат,передний,белый,166000,левый,1 поколение,389000
1647,"Продажа Chevrolet Camaro, 2016 год в Москве","бензин, 2.0 л",239 л.с.,автомат,задний,серебристый,4350,левый,,2500000
1648,"Продажа Honda Accord, 2007 год в Москве","бензин, 2.0 л",155 л.с.,автомат,передний,серый,,левый,"7 поколение, рестайлинг",550000
1649,"Продажа BMW X5, 2015 год в Москве","дизель, 3.0 л",249 л.с.,автомат,4WD,серебристый,97000,левый,3 поколение,2499999
1650,"Продажа Hyundai i30, 2014 год в Москве","бензин, 1.6 л",130 л.с.,автомат,передний,белый,75000,левый,2 поколение,615000
1651,"Продажа Toyota Sequoia, 2006 год в Москве","бензин, 4.7 л",243 л.с.,автомат,4WD,зеленый,104000,левый,,1550000
1652,"Продажа Nissan Teana, 2006 год в Москве","бензин, 3.5 л",245 л.с.,автомат,передний,черный,255000,левый,"1 поколение, рестайлинг",390000
1653,"Продажа Porsche Cayenne, 2009 год в Москве","бензин, 4.8 л",405 л.с.,автомат,4WD,коричневый,,левый,"1 поколение, рестайлинг",1130000
1654,"Продажа Volkswagen Polo, 2001 год в Москве","бензин, 1.4 л",75 л.с.,механика,передний,черный,130000,левый,,298500
1655,"Продажа Chevrolet Corvette, 2019 год в Москве","бензин, 6.2 л",659 л.с.,автомат,задний,бордовый,6000,левый,7 поколение,4900000
1656,"Продажа BMW X3, 2018 год в Москве","дизель, 2.0 л",190 л.с.,автомат,4WD,белый,1100,левый,3 поколение,2850000
1657,"Продажа Hyundai Grandeur, 2008 год в Москве","бензин, 2.7 л",192 л.с.,автомат,передний,серый,250000,левый,4 поколение,450000
1658,"Продажа Porsche Cayenne, 2007 год в Москве","бензин, 4.8 л",385 л.с.,автомат,4WD,бежевый,205000,левый,"1 поколение, рестайлинг",490000
1659,"Продажа Hyundai Solaris, 2019 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,коричневый,16394,левый,2 поколение,829000
1660,"Продажа BMW X4, 2018 год в Москве","бензин, 2.0 л",184 л.с.,автомат,4WD,синий,34018,левый,2 поколение,2830000
1661,"Продажа BMW 3-Series, 2018 год в Москве","дизель, 2.0 л",190 л.с.,автомат,4WD,черный,58175,левый,,1850000
1662,"Продажа Volkswagen Passat CC, 2010 год в Москве","бензин, 1.8 л",152 л.с.,автомат,передний,белый,130777,левый,1 поколение,670000
1663,"Продажа Opel Zafira, 2012 год в Москве","дизель, 2.0 л",130 л.с.,автомат,передний,коричневый,146700,левый,3 поколение,815000
1664,"Продажа Nissan Tiida, 2008 год в Москве","бензин, 1.6 л",110 л.с.,автомат,передний,черный,175852,левый,1 поколение,375000
1665,"Продажа Toyota Corolla, 2006 год в Москве","бензин, 1.6 л",110 л.с.,автомат,передний,серебристый,152063,левый,"9 поколение, рестайлинг",439000
1666,"Продажа Audi Q3, 2012 год в Москве","бензин, 2.0 л",170 л.с.,автомат,4WD,черный,153950,левый,1 поколение,855000
1667,"Продажа Nissan X-Trail, 2010 год в Москве","бензин, 2.5 л",169 л.с.,механика,4WD,черный,65339,левый,2 поколение,899000
1668,"Продажа Mercedes-Benz E-Class, 2015 год в Москве","бензин, 2.0 л",184 л.с.,автомат,задний,черный,64184,левый,"4 поколение, рестайлинг",1550000
1669,"Продажа Nissan Qashqai, 2013 год в Москве","бензин, 2.0 л",141 л.с.,автомат,передний,черный,83743,левый,"1 поколение, рестайлинг",735000
1670,"Продажа Mercedes-Benz C-Class, 2017 год в Москве","бензин, 1.6 л",150 л.с.,автомат,задний,белый,11888,левый,4 поколение,2230000
1671,"Продажа Citroen C4 Picasso, 2009 год в Москве","дизель, 1.6 л",109 л.с.,автомат,передний,серый,127551,левый,,360000
1672,"Продажа Chevrolet Cruze, 2012 год в Москве","бензин, 1.8 л",141 л.с.,автомат,передний,черный,116300,левый,1 поколение,505000
1673,"Продажа Land Rover Freelander, 2008 год в Москве","дизель, 2.2 л",160 л.с.,автомат,4WD,серебристый,176292,левый,2 поколение,650000
1674,"Продажа Renault Megane, 2013 год в Москве","бензин, 1.6 л",114 л.с.,автомат,передний,белый,90549,левый,"3 поколение, рестайлинг",465000
1675,"Продажа Hyundai i40, 2013 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,синий,,левый,1 поколение,700000
1676,"Продажа Audi TT, 2011 год в Москве","бензин, 2.0 л",211 л.с.,автомат,4WD,белый,99400,левый,"2 поколение, рестайлинг",957000
1677,"Продажа Chevrolet Aveo, 2012 год в Москве","бензин, 1.6 л",115 л.с.,автомат,передний,белый,129100,левый,2 поколение,299000
1678,"Продажа Hyundai Santa Fe, 2013 год в Москве","бензин, 2.4 л",175 л.с.,автомат,4WD,белый,172000,левый,3 поколение,1085000
1679,"Продажа Kia Sportage, 2013 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,серебристый,102334,левый,3 поколение,850000
1680,"Продажа Renault Duster, 2013 год в Москве","бензин, 1.6 л",102 л.с.,механика,4WD,бежевый,72802,левый,1 поколение,545000
1681,"Продажа Volvo XC60, 2008 год в Москве","бензин, 3.0 л",286 л.с.,автомат,4WD,серебристый,147196,левый,,679000
1682,"Продажа Fiat Bravo, 2008 год в Москве","бензин, 1.4 л",120 л.с.,автомат,передний,серый,120000,левый,,310000
1683,"Продажа Ford EcoSport, 2015 год в Москве","бензин, 1.6 л",122 л.с.,автомат,передний,оранжевый,41048,левый,2 поколение,770000
1684,"Продажа Лада Х-рей, 2016 год в Москве","бензин, 1.6 л",106 л.с.,механика,передний,бежевый,65625,,1 поколение,539000
1685,"Продажа Opel Mokka, 2014 год в Москве","бензин, 1.8 л",140 л.с.,автомат,4WD,белый,106832,левый,1 поколение,755000
1686,"Продажа Mazda CX-5, 2014 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,белый,121260,левый,1 поколение,1257000
1687,"Продажа Suzuki SX4, 2013 год в Москве","бензин, 1.6 л",112 л.с.,механика,передний,зеленый,96396,левый,"1 поколение, рестайлинг",498000
1688,"Продажа Peugeot 308, 2013 год в Москве","бензин, 1.6 л",120 л.с.,механика,передний,синий,66043,левый,"1 поколение, рестайлинг",480000
1689,"Продажа Kia Sportage, 2011 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,коричневый,170000,левый,3 поколение,725000
1690,"Продажа Mazda CX-5, 2019 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,белый,11722,левый,2 поколение,2154000
1691,"Продажа Renault Kaptur, 2017 год в Москве","бензин, 2.0 л",143 л.с.,автомат,4WD,голубой,62409,левый,1 поколение,978000
1692,"Продажа Suzuki SX4, 2007 год в Москве","бензин, 1.6 л",106 л.с.,автомат,передний,черный,138000,левый,,299000
1693,"Продажа Chevrolet Cruze, 2010 год в Москве","бензин, 1.6 л",109 л.с.,автомат,передний,серебристый,79718,левый,1 поколение,450000
1694,"Продажа Kia Rio X-Line, 2019 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,белый,39000,левый,1 поколение,1040000
1695,"Продажа Opel Mokka, 2012 год в Москве","бензин, 1.8 л",140 л.с.,автомат,4WD,белый,176373,левый,1 поколение,638000
1696,"Продажа Ford Kuga, 2013 год в Москве","дизель, 2.0 л",140 л.с.,автомат,4WD,белый,124593,левый,,850000
1697,"Продажа Kia Rio, 2015 год в Москве","бензин, 1.6 л",123 л.с.,механика,передний,синий,93000,левый,3 поколение,620000
1698,"Продажа Suzuki Grand Vitara, 2010 год в Москве","бензин, 2.4 л",169 л.с.,механика,4WD,красный,267430,левый,"2 поколение, рестайлинг",620000
1699,"Продажа Ford Fusion, 2008 год в Москве","бензин, 1.6 л",101 л.с.,механика,передний,серый,70719,левый,,295000
1700,"Продажа Nissan Sentra, 2014 год в Москве","бензин, 1.6 л",117 л.с.,автомат,передний,коричневый,83687,левый,7 поколение,650000
1701,"Продажа Mercedes-Benz S-Class, 2018 год в Москве","бензин, 4.0 л",469 л.с.,автомат,4WD,черный,1200,левый,"6 поколение, 2 рестайлинг",12500000
1702,"Продажа Cadillac DeVille, 1998 год в Москве","бензин, 4.6 л",249 л.с.,автомат,передний,серебристый,155000,,,790000
1703,"Продажа Lexus GX470, 2004 год в Москве","бензин, 4.7 л",235 л.с.,автомат,4WD,черный,147000,левый,1 поколение,1550000
1704,"Продажа Chrysler Prowler, 2001 год в Москве","бензин, 3.5 л",257 л.с.,автомат,задний,серебристый,17000,,,3000000
1705,"Продажа Toyota Voxy, 2002 год в Москве","бензин, 2.0 л",152 л.с.,автомат,передний,серебристый,"183000, б/п по РФ",правый,1 поколение,690000
1706,"Продажа Mercedes-Benz S-Class, 1995 год в Москве","бензин, 3.2 л",231 л.с.,автомат,задний,серебристый,121000,левый,3 поколение,950000
1707,"Продажа Lexus GX470, 2003 год в Москве","бензин, 4.7 л",235 л.с.,автомат,4WD,белый,168000,левый,1 поколение,1290000
1708,"Продажа Jeep Grand Cherokee, 1993 год в Москве","бензин, 5.2 л",212 л.с.,автомат,4WD,зеленый,164000,левый,1 поколение,580000
1709,"Продажа Mercedes-Benz S-Class, 1995 год в Москве","бензин, 5.0 л",320 л.с.,автомат,задний,серебристый,130000,левый,3 поколение,890000
1710,"Продажа Toyota Land Cruiser Prado, 2003 год в Москве","бензин, 2.7 л",150 л.с.,механика,4WD,белый,148000,левый,3 поколение,1250000
1711,"Продажа BMW X1, 2017 год в Москве","дизель, 2.0 л",150 л.с.,автомат,4WD,черный,28247,левый,2 поколение,1920000
1712,"Продажа Kia Ceed, 2019 год в Москве","бензин, 1.4 л",140 л.с.,автомат,передний,черный,21222,левый,3 поколение,1320000
1713,"Продажа Audi A4, 2017 год в Москве","бензин, 1.4 л",150 л.с.,автомат,передний,белый,66739,левый,5 поколение,1449000
1714,"Продажа Audi A6, 2015 год в Москве","дизель, 3.0 л",245 л.с.,автомат,4WD,белый,47480,левый,"4 поколение, рестайлинг",2249000
1715,"Продажа Audi Q3, 2013 год в Москве","бензин, 2.0 л",170 л.с.,автомат,4WD,черный,57865,левый,1 поколение,1099000
1716,"Продажа BMW X5, 2020 год в Москве","дизель, 3.0 л",249 л.с.,автомат,4WD,черный,1123,левый,4 поколение,5903201
1717,"Продажа Audi A3, 2014 год в Москве","бензин, 1.2 л",110 л.с.,автомат,передний,синий,73435,левый,3 поколение,819000
1718,"Продажа BMW 3-Series, 2015 год в Москве","бензин, 2.0 л",184 л.с.,автомат,задний,синий,72056,левый,6 поколение,1349000
1719,"Продажа Mercedes-Benz E-Class, 2014 год в Москве","бензин, 2.0 л",184 л.с.,автомат,задний,белый,135824,левый,"4 поколение, рестайлинг",1399000
1720,"Продажа BMW X7, 2020 год в Москве","дизель, 3.0 л",400 л.с.,автомат,4WD,белый,1009,левый,1 поколение,9873006
1721,"Продажа BMW X7, 2020 год в Москве","бензин, 3.0 л",340 л.с.,автомат,4WD,черный,1009,левый,1 поколение,6495401
1722,"Продажа BMW X3, 2020 год в Москве","дизель, 2.0 л",190 л.с.,автомат,4WD,черный,1009,левый,3 поколение,3880001
1723,"Продажа BMW X4, 2020 год в Москве","дизель, 2.0 л",190 л.с.,автомат,4WD,серый,1008,левый,2 поколение,4110000
1724,"Продажа BMW X1, 2020 год в Москве","бензин, 2.0 л",192 л.с.,автомат,4WD,синий,1006,левый,2 поколение,2960001
1725,"Продажа Toyota Land Cruiser, 2015 год в Москве","дизель, 4.5 л",249 л.с.,автомат,4WD,серый,70000,левый,"11 поколение, 2 рестайлинг",2750000
1726,"Продажа Daewoo Nexia, 2004 год в Москве","бензин, 1.5 л",85 л.с.,механика,передний,коричневый,75000,левый,"1 поколение, рестайлинг",165000
1727,"Продажа Toyota Vitz, 2005 год в Москве","бензин, 1.0 л",71 л.с.,автомат,передний,голубой,160000,правый,2 поколение,260000
1728,"Продажа Лада Калина, 2007 год в Москве","бензин, 1.6 л",81 л.с.,механика,передний,синий,,,,110000
1729,"Продажа Chrysler Pacifica, 2005 год в Москве","бензин, 3.5 л",253 л.с.,автомат,передний,синий,214400,левый,1 поколение,260000
1730,"Продажа Suzuki Grand Vitara XL-7, 2004 год в Москве","бензин, 2.7 л",184 л.с.,механика,4WD,серебристый,140000,левый,"1 поколение, рестайлинг",325000
1731,"Продажа Chevrolet Lanos, 2008 год в Москве","бензин, 1.5 л",85 л.с.,механика,передний,черный,150000,,,40000
1732,"Продажа Dodge Durango, 1999 год в Москве","бензин, 5.2 л",230 л.с.,автомат,задний,серый,125000,левый,1 поколение,555000
1733,"Продажа Toyota Camry, 2001 год в Москве","бензин, 3.0 л",187 л.с.,автомат,передний,серый,129300,левый,,390000
1734,"Продажа Volkswagen Polo, 2016 год в Москве","бензин, 1.6 л",110 л.с.,автомат,передний,,69000,левый,"5 поколение, рестайлинг",670000
1735,"Продажа Lexus IS250, 2006 год в Москве","бензин, 2.5 л",208 л.с.,автомат,задний,черный,170000,левый,2 поколение,180000
1736,"Продажа Audi A4, 2012 год в Москве","бензин, 1.8 л",170 л.с.,автомат,передний,черный,160000,левый,"4 поколение, рестайлинг",520000
1737,"Продажа Nissan Patrol, 2005 год в Москве","дизель, 3.0 л",160 л.с.,механика,4WD,серебристый,213000,левый,"5 поколение, 2 рестайлинг",821000
1738,"Продажа Great Wall Hover H3, 2013 год в Москве","бензин, 2.0 л",115 л.с.,механика,4WD,,94000,левый,,480000
1739,"Продажа Kia Cerato, 2019 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,серебристый,13000,левый,"3 поколение, рестайлинг",1050000
1740,"Продажа Volkswagen Passat, 1999 год в Москве","бензин, 1.8 л",125 л.с.,механика,передний,зеленый,416000,левый,5 поколение,185000
1741,"Продажа Porsche Macan, 2019 год в Москве","бензин, 3.0 л",354 л.с.,автомат,4WD,красный,1555,левый,"1 поколение, рестайлинг",5454000
1742,"Продажа Porsche Macan, 2019 год в Москве","бензин, 3.0 л",354 л.с.,автомат,4WD,синий,3030,левый,"1 поколение, рестайлинг",5297000
1743,"Продажа Hyundai ix35, 2014 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,коричневый,115257,левый,"1 поколение, рестайлинг",720000
1744,"Продажа Hyundai i30, 2012 год в Москве","бензин, 1.6 л",130 л.с.,автомат,передний,белый,71196,левый,2 поколение,650000
1745,"Продажа Hyundai Creta, 2017 год в Москве","бензин, 2.0 л",149 л.с.,автомат,4WD,черный,58856,левый,1 поколение,1059000
